,features,observed_count,expected_feature_count_theta_0,partial_derivative_theta_0,finite_difference_theta_0,expected_feature_count_theta_tanh,partial_derivative_theta_tanh,finite_difference_theta_tanh
"('3', 'y')","('m', 'U')",0,522.6153846153846,-522.6153846153846,-522.6153843977954,485.3377573642,-485.3377573642,-485.337758436799
"('3', 'z')","('m', 'E')",0,522.6153846153846,-522.6153846153846,-522.6153843977954,431.5867469272977,-431.5867469272977,-431.58674743608566
"('4', ' ')","('n', 'a')",2119,1411.0,708.0,708.0000039422883,1436.0380990531476,682.9619009468524,682.9619000200182
"('4', '0')","('n', 'l')",426,1411.0,-985.0,-984.9999987636692,1564.3634564511178,-1138.3634564511178,-1138.3634599042125
"('4', '1')","('n', 'SPACE')",13438,1411.0,12027.0,12027.000004309228,922.5771612264034,12515.422838773597,12515.422838623634
"('4', '2')","('n', 'z')",27,1411.0,-1384.0,-1383.9999985066243,1744.6937462808382,-1717.6937462808382,-1717.6937501062637
"('4', '3')","('n', 'm')",136,1411.0,-1275.0,-1274.9999965308234,1576.631157103532,-1440.631157103532,-1440.6311587663365
"('4', '4')","('n', 'n')",501,1411.0,-910.0,-909.9999981117434,1588.9965759693514,-1087.9965759693514,-1087.9965775529854
"('4', '5')","('n', 'e')",4637,1411.0,3226.0,3226.000003633089,1481.2789580748713,3155.7210419251287,3155.721041548531
"('4', '6')","('n', 'r')",218,1411.0,-1193.0,-1192.9999993299134,1639.4200711787964,-1421.4200711787964,-1421.4200738933866
"('4', '7')","('n', 'i')",1915,1411.0,504.0,504.0000047301873,1528.1534159523258,386.84658404767424,386.8465821142308
"('4', '8')","('n', 'c')",1874,1411.0,463.0,463.0000024917535,1458.452827108849,415.5471728911509,415.54717172402883
"('4', '9')","('n', 'f')",423,1411.0,-988.0,-987.9999983240849,1492.8454338506383,-1069.8454338506383,-1069.8454367229715
"('4', 'E')","('n', 'o')",3164,1411.0,1753.0,1753.000004100613,1601.4589760365373,1562.5410239634627,1562.541026214603
"('4', 'U')","('n', 's')",2323,1411.0,912.0,912.0000031543894,1652.2621957225615,670.7378042774385,670.7378051942214
"('4', 'a')","('n', 'k')",768,1411.0,-643.0,-642.9999979445711,1552.1941697496711,-784.1941697496711,-784.1941667720674
"('4', 'b')","('n', 'd')",8368,1411.0,6957.0,6957.00000214856,1469.8146308009823,6898.185369199018,6898.185366299002
"('4', 'c')","('n', 'h')",42,1411.0,-1369.0,-1368.999996338971,1516.2831358373514,-1474.2831358373514,-1474.2831379408015
"('4', 'd')","('n', 'b')",47,1411.0,-1364.0,-1363.9999975566752,1447.1938836398483,-1400.1938836398483,-1400.1938849105497
"('4', 'e')","('n', 'u')",510,1411.0,-901.0,-900.9999950649216,1678.2234765441542,-1168.2234765441542,-1168.2234777254052
"('4', 'f')","('n', 't')",6174,1411.0,4763.0,4763.000003003981,1665.1969930721202,4508.803006927879,4508.803004864603
"('4', 'g')","('n', 'p')",33,1411.0,-1378.0,-1377.9999979306012,1614.017578862575,-1581.017578862575,-1581.0175798833368
"('4', 'h')","('n', 'q')",27,1411.0,-1384.0,-1383.9999955962412,1626.671564453515,-1599.671564453515,-1599.6715665096415
"('4', 'i')","('n', 'w')",43,1411.0,-1368.0,-1367.9999974556267,1704.5473471950186,-1661.5473471950186,-1661.54734470183
"('4', 'j')","('n', 'y')",965,1411.0,-446.0,-445.99999819183716,1731.2250842199371,-766.2250842199371,-766.2250864086672
"('4', 'k')","('n', 'g')",6474,1411.0,5063.0,5063.000004156493,1504.5136441790758,4969.4863558209245,4969.486357003916
"('4', 'l')","('n', '3')",0,1411.0,-1411.0,-1410.9999960055573,1032.780563507996,-1032.780563507996,-1032.7805619454011
"('4', 'm')","('n', '2')",0,1411.0,-1411.0,-1410.9999960055573,1026.2526331478364,-1026.2526331478364,-1026.2526309816167
"('4', 'n')","('n', 'v')",265,1411.0,-1146.0,-1145.9999965154566,1691.3406178492182,-1426.3406178492182,-1426.3406192185355
"('4', 'o')","('n', 'j')",93,1411.0,-1318.0,-1317.9999950807542,1540.1239516525077,-1447.1239516525077,-1447.123951220419
"('4', 'p')","('n', '1')",1,1411.0,-1410.0,-1409.999997122213,1019.8099843849757,-1018.8099843849757,-1018.8099869992583
"('4', 'q')","('n', '9')",0,1411.0,-1411.0,-1410.9999960055573,1073.7810192981683,-1073.7810192981683,-1073.7810196587816
"('4', 'r')","('n', '6')",0,1411.0,-1411.0,-1410.9999960055573,1052.8835908540657,-1052.8835908540657,-1052.883590455167
"('4', 's')","('n', '0')",4,1411.0,-1407.0,-1406.9999975617973,1013.4518532603482,-1009.4518532603482,-1009.4518496771342
"('4', 't')","('n', '8')",0,1411.0,-1411.0,-1410.9999960055573,1066.7257290628795,-1066.7257290628795,-1066.7257287423126
"('4', 'u')","('n', '4')",1,1411.0,-1410.0,-1409.999997122213,1039.3945334444495,-1038.3945334444495,-1038.3945336798206
"('4', 'v')","('n', '5')",0,1411.0,-1411.0,-1410.9999960055573,1046.0952944235369,-1046.0952944235369,-1046.0952995344996
"('4', 'w')","('n', 'x')",13,1411.0,-1398.0,-1397.999995970167,1717.842553428905,-1704.842553428905,-1704.8425521352326
"('4', 'x')","('n', '7')",0,1411.0,-1411.0,-1410.9999960055573,1059.7601595302851,-1059.7601595302851,-1059.7601576591842
"('4', 'y')","('n', 'U')",0,1411.0,-1411.0,-1410.9999960055573,1310.2742155950345,-1310.2742155950345,-1310.2742115734145
"('4', 'z')","('n', 'E')",0,1411.0,-1411.0,-1410.9999960055573,1165.6901028884824,-1165.6901028884824,-1165.6901042442769
"('5', ' ')","('e', 'a')",4782,2444.6923076923076,2337.3076923076924,2337.3076925054193,2494.188703390602,2287.811296609398,2287.811308633536
"('5', '0')","('e', 'l')",3359,2444.6923076923076,914.3076923076924,914.3076953478156,2717.8371146491722,641.1628853508278,641.1628855857998
"('5', '1')","('e', 'SPACE')",33506,2444.6923076923076,31061.30769230769,31061.307695927095,1572.9067689314102,31933.09323106859,31933.09323105495
"('5', '2')","('e', 'z')",82,2444.6923076923076,-2362.6923076923076,-2362.6923066331074,3027.7189677152965,-2945.7189677152965,-2945.7189782988276
"('5', '3')","('e', 'm')",2032,2444.6923076923076,-412.6923076923076,-412.6923042349517,2739.079966972042,-707.0799669720418,-707.079970743507
"('5', '4')","('e', 'n')",7666,2444.6923076923076,5221.307692307692,5221.307696774602,2760.4679046816586,4905.532095318342,4905.532085103914
"('5', '5')","('e', 'e')",2766,2444.6923076923076,321.3076923076924,321.30769395735115,2573.336584537007,192.66341546299282,192.66342278569934
"('5', '6')","('e', 'r')",11924,2444.6923076923076,9479.307692307691,9479.30769470986,2847.4335216747168,9076.566478325283,9076.56647323165
"('5', '7')","('e', 'i')",1047,2444.6923076923076,-1397.6923076923076,-1397.6923044538123,2654.9960587643413,-1607.9960587643413,-1607.9960623756049
"('5', '8')","('e', 'c')",2574,2444.6923076923076,129.30769230769238,129.30769589729607,2533.4439198162713,40.55608018372868,40.55608296766877
"('5', '9')","('e', 'f')",875,2444.6923076923076,-1569.6923076923076,-1569.6923044743014,2593.519101295712,-1718.519101295712,-1718.5191041789947
"('5', 'E')","('e', 'o')",564,2444.6923076923076,-1880.6923076923076,-1880.6923064403234,2781.9991282966325,-2217.9991282966325,-2217.999112326652
"('5', 'U')","('e', 's')",6850,2444.6923076923076,4405.307692307692,4405.307694105431,2869.5185661367445,3980.4814338632555,3980.481420876458
"('5', 'a')","('e', 'k')",257,2444.6923076923076,-2187.6923076923076,-2187.6923041418195,2696.7410802124696,-2439.7410802124696,-2439.741080161184
"('5', 'b')","('e', 'd')",6278,2444.6923076923076,3833.3076923076924,3833.3076954586427,2553.3111261869,3724.6888738131,3724.6888852678235
"('5', 'c')","('e', 'h')",143,2444.6923076923076,-2301.6923076923076,-2301.692307810299,2634.350200081877,-2491.350200081877,-2491.350192576647
"('5', 'd')","('e', 'b')",251,2444.6923076923076,-2193.6923076923076,-2193.692303262651,2513.736092153113,-2262.736092153113,-2262.7360915066674
"('5', 'e')","('e', 'u')",92,2444.6923076923076,-2352.6923076923076,-2352.692309068516,2914.0863512221154,-2822.0863512221154,-2822.0863488968457
"('5', 'f')","('e', 't')",3052,2444.6923076923076,607.3076923076924,607.3076976463199,2891.736906955624,160.2630930443761,160.2630945853889
"('5', 'g')","('e', 'p')",1069,2444.6923076923076,-1375.6923076923076,-1375.692305737175,2803.6717716484586,-1734.6717716484586,-1734.6717620966954
"('5', 'h')","('e', 'q')",224,2444.6923076923076,-2220.6923076923076,-2220.6923051271588,2825.483902240961,-2601.483902240961,-2601.4839037088677
"('5', 'i')","('e', 'w')",876,2444.6923076923076,-1568.6923076923076,-1568.6923055909572,2959.1694614535713,-2083.1694614535713,-2083.1694797379896
"('5', 'j')","('e', 'y')",1479,2444.6923076923076,-965.6923076923076,-965.6923037255182,3004.7490965011257,-1525.7490965011257,-1525.7490973453966
"('5', 'k')","('e', 'g')",753,2444.6923076923076,-1691.6923076923076,-1691.692305030301,2613.8574157966086,-1860.8574157966086,-1860.8574115205554
"('5', 'l')","('e', '3')",0,2444.6923076923076,-2444.6923076923076,-2444.692305289209,1774.1198286730662,-1774.1198286730662,-1774.1198244038967
"('5', 'm')","('e', '2')",3,2444.6923076923076,-2441.6923076923076,-2441.692305728793,1762.2512398246456,-1759.2512398246456,-1759.2512420378623
"('5', 'n')","('e', 'v')",1664,2444.6923076923076,-780.6923076923076,-780.6923065800219,2936.564642475228,-1272.564642475228,-1272.5646287435666
"('5', 'o')","('e', 'j')",15,2444.6923076923076,-2429.6923076923076,-2429.692304576747,2675.793528948625,-2660.793528948625,-2660.7935229549184
"('5', 'p')","('e', '1')",2,2444.6923076923076,-2442.6923076923076,-2442.6923075225204,1750.5313536733088,-1748.5313536733088,-1748.5313408542422
"('5', 'q')","('e', '9')",0,2444.6923076923076,-2444.6923076923076,-2444.692305289209,1848.514273988585,-1848.514273988585,-1848.5142820281906
"('5', 'r')","('e', '6')",1,2444.6923076923076,-2443.6923076923076,-2443.6923034954816,1810.628706732171,-1809.628706732171,-1809.6287065418435
"('5', 's')","('e', '0')",0,2444.6923076923076,-2444.6923076923076,-2444.692305289209,1738.9590528574624,-1738.9590528574624,-1738.9590502716599
"('5', 't')","('e', '8')",1,2444.6923076923076,-2443.6923076923076,-2443.6923034954816,1835.7310931524212,-1834.7310931524212,-1834.7310833632944
"('5', 'u')","('e', '4')",0,2444.6923076923076,-2444.6923076923076,-2444.692305289209,1786.1382194409096,-1786.1382194409096,-1786.1382220871744
"('5', 'v')","('e', '5')",1,2444.6923076923076,-2443.6923076923076,-2443.6923034954816,1798.3074921813522,-1797.3074921813522,-1797.3075009649617
"('5', 'w')","('e', 'x')",1154,2444.6923076923076,-1290.6923076923076,-1290.6923075206578,2981.8984269117086,-1827.8984269117086,-1827.8984323842449
"('5', 'x')","('e', '7')",1,2444.6923076923076,-2443.6923076923076,-2443.6923034954816,1823.1029016538105,-1822.1029016538105,-1822.1029051346702
"('5', 'y')","('e', 'U')",0,2444.6923076923076,-2444.6923076923076,-2444.692305289209,2272.431348693362,-2272.431348693362,-2272.4313428625464
"('5', 'z')","('e', 'E')",0,2444.6923076923076,-2444.6923076923076,-2444.692305289209,2014.326056917547,-2014.326056917547,-2014.3260568147523
"('6', ' ')","('r', 'a')",3639,1203.7948717948718,2435.205128205128,2435.2051274036057,1223.871640972213,2415.128359027787,2415.128356369678
"('6', '0')","('r', 'l')",515,1203.7948717948718,-688.7948717948718,-688.7948722578585,1332.7116252198662,-817.7116252198662,-817.7116236765868
"('6', '1')","('r', 'SPACE')",10528,1203.7948717948718,9324.205128205129,9324.205128359608,793.5263141709046,9734.473685829096,9734.473688877188
"('6', '2')","('r', 'z')",24,1203.7948717948718,-1179.7948717948718,-1179.794872587081,1486.5754622862162,-1462.5754622862162,-1462.575461482629
"('6', '3')","('r', 'm')",757,1203.7948717948718,-446.7948717948718,-446.7948718229308,1343.1448087922115,-586.1448087922115,-586.1448080395348
"('6', '4')","('r', 'n')",924,1203.7948717948718,-279.7948717948718,-279.79487203992903,1353.6661103292965,-429.66611032929654,-429.6661136322654
"('6', '5')","('r', 'e')",10959,1203.7948717948718,9755.205128205129,9755.205128749367,1262.1815963216382,9696.818403678362,9696.818403608631
"('6', '6')","('r', 'r')",881,1203.7948717948718,-322.7948717948718,-322.7948720450513,1396.6218835900022,-515.6218835900022,-515.6218845513649
"('6', '7')","('r', 'i')",3940,1203.7948717948718,2736.205128205128,2736.2051274394616,1301.9452904023535,2638.0547095976463,2638.0547118606046
"('6', '8')","('r', 'c')",669,1203.7948717948718,-534.7948717948718,-534.7948725102469,1242.8441118423953,-573.8441118423953,-573.8441133871675
"('6', '9')","('r', 'f')",187,1203.7948717948718,-1016.7948717948718,-1016.7948727030306,1271.9867860357176,-1084.9867860357176,-1084.986790374387
"('6', 'E')","('r', 'o')",3983,1203.7948717948718,2779.205128205128,2779.205127444584,1364.2750260369464,2618.7249739630533,2618.724975036457
"('6', 'U')","('r', 's')",2303,1203.7948717948718,1099.2051282051282,1099.2051276843995,1407.5755010609946,895.4244989390054,895.4245000495574
"('6', 'a')","('r', 'k')",730,1203.7948717948718,-473.7948717948718,-473.7948722322471,1322.3670279707183,-592.3670279707183,-592.3670309130102
"('6', 'b')","('r', 'd')",1209,1203.7948717948718,5.205128205128176,5.205128400120884,1252.4673059166641,-43.467305916664145,-43.467307114042335
"('6', 'c')","('r', 'h')",71,1203.7948717948718,-1132.7948717948718,-1132.7948712278157,1291.8689122694532,-1220.8689122694532,-1220.8689120598137
"('6', 'd')","('r', 'b')",98,1203.7948717948718,-1105.7948717948718,-1105.7948708184995,1233.3121790642506,-1135.3121790642506,-1135.312179394532
"('6', 'e')","('r', 'u')",692,1203.7948717948718,-511.7948717948718,-511.7948719998821,1429.735682686067,-737.7356826860671,-737.7356829238123
"('6', 'f')","('r', 't')",1795,1203.7948717948718,591.2051282051282,591.2051288760267,1418.6136743329916,376.38632566700835,376.3863292988389
"('6', 'g')","('r', 'p')",215,1203.7948717948718,-988.7948717948718,-988.794870499987,1374.9710164323649,-1159.9710164323649,-1159.9710167502053
"('6', 'h')","('r', 'q')",3,1203.7948717948718,-1200.7948717948718,-1200.7948724203743,1385.7535061190029,-1382.7535061190029,-1382.7535047312267
"('6', 'i')","('r', 'w')",137,1203.7948717948718,-1066.7948717948718,-1066.7948721675202,1452.2281387339535,-1315.2281387339535,-1315.2281360817142
"('6', 'j')","('r', 'y')",1575,1203.7948717948718,371.2051282051282,371.2051271577365,1475.0463709880685,99.95362901193153,99.9536336166784
"('6', 'k')","('r', 'g')",611,1203.7948717948718,-592.7948717948718,-592.7948717726395,1281.882645518811,-670.8826455188109,-670.8826404064894
"('6', 'l')","('r', '3')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,885.2417412532742,-885.2417412532742,-885.2417362504638
"('6', 'm')","('r', '2')",2,1203.7948717948718,-1201.7948717948718,-1201.7948713037185,879.7999061288704,-877.7999061288704,-877.7999042649752
"('6', 'n')","('r', 'v')",495,1203.7948717948718,-708.7948717948718,-708.7948717526159,1440.9407688044942,-945.9407688044942,-945.9407665417529
"('6', 'o')","('r', 'j')",1,1203.7948717948718,-1202.7948717948718,-1202.7948730974458,1312.1114502473458,-1311.1114502473458,-1311.111451650504
"('6', 'p')","('r', '1')",1,1203.7948717948718,-1202.7948717948718,-1202.7948730974458,874.4303149381474,-873.4303149381474,-873.4303162782452
"('6', 'q')","('r', '9')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,919.4479098365393,-919.4479098365393,-919.4479120196773
"('6', 'r')","('r', '6')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,902.007535586896,-902.007535586896,-902.0075318403541
"('6', 's')","('r', '0')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,869.1322796494758,-869.1322796494758,-869.1322786035015
"('6', 't')","('r', '8')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,913.5583883853113,-913.5583883853113,-913.5583895840681
"('6', 'u')","('r', '4')",1,1203.7948717948718,-1202.7948717948718,-1202.7948730974458,890.7565048494771,-889.7565048494771,-889.7565043298526
"('6', 'v')","('r', '5')",2,1203.7948717948718,-1201.7948717948718,-1201.7948713037185,896.3448775380539,-894.3448775380539,-894.3448774516581
"('6', 'w')","('r', 'x')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,1463.5969618713953,-1463.5969618713953,-1463.5969637311061
"('6', 'x')","('r', '7')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,907.7451504650078,-907.7451504650078,-907.745154108852
"('6', 'y')","('r', 'U')",0,1203.7948717948718,-1203.7948717948718,-1203.79487198079,1117.721718797187,-1117.721718797187,-1117.721718037501
"('6', 'z')","('r', 'E')",1,1203.7948717948718,-1202.7948717948718,-1202.7948730974458,996.302711619261,-995.302711619261,-995.3027096344157
"('7', ' ')","('i', 'a')",1513,1477.8205128205127,35.179487179487296,35.17948935041204,1506.076403806007,6.923596193993035,6.923596083652227
"('7', '0')","('i', 'l')",3330,1477.8205128205127,1852.1794871794873,1852.179488923866,1641.0886247254696,1688.9113752745304,1688.911370001733
"('7', '1')","('i', 'SPACE')",4017,1477.8205128205127,2539.1794871794873,2539.179488667287,957.2773335657442,3059.7226664342556,3059.722666512243
"('7', '2')","('i', 'z')",257,1477.8205128205127,-1220.8205128205127,-1220.8205109345727,1829.355425253381,-1572.355425253381,-1572.3554242867974
"('7', '3')","('i', 'm')",1741,1477.8205128205127,263.1794871794873,263.17948941141367,1653.9501204485623,87.0498795514377,87.04988431418313
"('7', '4')","('i', 'n')",14363,1477.8205128205127,12885.179487179488,12885.17948851222,1666.9060637173934,12696.093936282607,12696.093933482187
"('7', '5')","('i', 'e')",2065,1477.8205128205127,587.1794871794873,587.1794885024428,1553.7739473384618,511.22605266153823,511.22605073032895
