,primary,secondary,pw_angle,quintile
0,cube/cube_1,banana/banana_1,43.281012002417114,1
1,cube/cube_1,corn/corn_2,43.53115216737246,1
2,cube/cube_1,corn/corn_3,43.697275299630505,1
3,cube/cube_1,corn/corn_1,43.78014803719369,1
4,cube/cube_1,arch/arch_1,45.33180727769758,1
5,cube/cube_1,triangle/triangle_2,51.097280179952776,1
6,cube/cube_1,eggplant/eggplant_3,51.53766738364526,1
7,cube/cube_1,cube/cube_3,52.04807971075356,1
8,cube/cube_1,eggplant/eggplant_4,52.19325995999207,1
9,cube/cube_1,cabbage/cabbage_3,53.13010235415599,1
10,cube/cube_1,cabbage/cabbage_4,53.34466072883724,1
11,cube/cube_1,cabbage/cabbage_1,53.41604729237921,1
12,cube/cube_1,cabbage/cabbage_2,53.91392276224249,2
13,cube/cube_1,cuboid/cuboid_1,54.90036780460649,2
14,cube/cube_1,lime/lime_4,56.49567019144409,2
15,cube/cube_1,lime/lime_1,56.838557126729974,2
16,cube/cube_1,lime/lime_2,57.04364640896861,2
17,cube/cube_1,cube/cube_4,58.868768290907845,2
18,cube/cube_1,lime/lime_3,60.26428689244719,2
19,cube/cube_1,orange/orange_2,67.54237759896166,2
20,cube/cube_1,semicylinder/semicylinder_3,68.83837785149082,2
21,cube/cube_1,cylinder/cylinder_3,69.39030706246794,2
22,cube/cube_1,semicylinder/semicylinder_1,69.45150822144863,2
23,cube/cube_1,lemon/lemon_2,69.81820423312259,3
24,cube/cube_1,lemon/lemon_1,69.87923599535189,3
25,cube/cube_1,arch/arch_4,70.4882600623584,3
26,cube/cube_1,semicylinder/semicylinder_2,71.1555504592953,3
27,cube/cube_1,triangle/triangle_3,72.00102381206236,3
28,cube/cube_1,triangle/triangle_1,72.12147076396124,3
29,cube/cube_1,semicylinder/semicylinder_4,72.18166358792539,3
30,cube/cube_1,arch/arch_3,72.30198836737434,3
31,cube/cube_1,cylinder/cylinder_2,72.66248198246949,3
32,cube/cube_1,cylinder/cylinder_4,73.08216595442745,3
33,cube/cube_1,lemon/lemon_4,73.44115141350761,3
34,cube/cube_1,cuboid/cuboid_4,73.73979529168804,4
35,cube/cube_1,banana/banana_2,74.92993785511116,4
36,cube/cube_1,potato/potato_4,84.14564895944429,4
37,cube/cube_1,tomato/tomato_4,84.43355689268958,4
38,cube/cube_1,orange/orange_4,86.10087812361645,4
39,cube/cube_1,potato/potato_3,86.33056219501202,4
40,cube/cube_1,cube/cube_2,86.56018723248481,4
41,cube/cube_1,plum/plum_1,87.42081894835162,4
42,cube/cube_1,cuboid/cuboid_3,87.70755722404411,4
43,cube/cube_1,cucumber/cucumber_3,87.82223604871963,4
44,cube/cube_1,orange/orange_1,87.87957215926926,4
45,cube/cube_1,banana/banana_4,87.93690614551267,5
46,cube/cube_1,banana/banana_3,87.99423806509017,5
47,cube/cube_1,tomato/tomato_2,88.0515679756234,5
48,cube/cube_1,cucumber/cucumber_2,88.10889593471583,5
49,cube/cube_1,cucumber/cucumber_1,88.2808686791222,5
50,cube/cube_1,carrot/carrot_3,88.68208085724069,5
51,cube/cube_1,tomato/tomato_1,88.73939114764967,5
52,cube/cube_1,tomato/tomato_3,88.79670017663486,5
53,cube/cube_1,orange/orange_3,88.85400800161142,5
54,cube/cube_1,potato/potato_1,88.91131467998362,5
55,cube/cube_1,plum/plum_2,88.96862026914545,5
56,cube/cube_1,plum/plum_3,89.02592482648105,5
57,cuboid/cuboid_1,banana/banana_2,29.541360500142794,1
58,cuboid/cuboid_1,banana/banana_1,30.570951080819093,1
59,cuboid/cuboid_1,corn/corn_3,42.01239950994153,1
