,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,aaai_std,accuracy,early_stop,f1_score,instances_sorted,mean_max_dissim_,mean_min_dissim_,median_max_dissim_,median_min_dissim_,num_topics,pre_threshold,precision,rec_threshold,recall,std_dev_max_dissim_,std_dev_min_dissim_,type,instances_sorted_early_stop
219,27,27.0,27.0,,27.0,27.0,86.6,89.01388888888891,False,89.31845238095238,False,87.71526468707876,19.370887566943857,88.85400800161142,8.068685567643758,4,75,87.88194444444444,90,95.69444444444444,4.605385248424274,22.350111168489672,rgb,False_False
220,28,28.0,28.0,,28.0,28.0,86.6,89.02777777777777,False,89.1706349206349,False,87.60039352007898,21.21653958265589,88.85400800161142,11.012941492058356,4,90,86.5347222222222,25,96.59722222222223,4.640014963962416,22.69669201576868,rgb,False_False
221,29,29.0,29.0,,29.0,29.0,86.6,84.72916666666667,False,85.2876984126984,False,88.76080361510105,24.6679121894248,88.85400800161142,18.730515597757773,4,90,81.0763888888889,50,96.5277777777778,0.5710587407336791,25.78410497011001,rgb,False_False
222,30,30.0,30.0,,30.0,30.0,86.6,87.9652777777778,False,88.90079365079364,False,88.3407586264177,33.014274436070785,88.85400800161142,28.10358761955642,4,90,86.27777777777777,75,97.77777777777777,2.4217013000071548,30.858071298276574,rgb,False_False
223,31,31.0,31.0,,31.0,31.0,86.6,88.29861111111109,False,88.30158730158729,False,87.9181103981296,25.960828638364397,88.85400800161142,17.483946017798093,4,90,84.1736111111111,90,97.91666666666669,3.0151630765872746,26.245830526473583,rgb,False_False
224,32,32.0,32.0,,32.0,32.0,72.3,80.11666666666667,False,75.02857142857142,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,81.45833333333334,25,74.0,0.2487805373035259,14.658326409788465,shape,False_False
225,33,33.0,33.0,,33.0,33.0,72.3,82.19166666666666,False,73.32857142857142,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,80.79166666666666,50,72.0,0.2487805373035259,14.658326409788465,shape,False_False
226,34,34.0,34.0,,34.0,34.0,72.3,84.11666666666666,False,75.97857142857143,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,83.70833333333333,75,72.91666666666666,0.2487805373035259,14.658326409788465,shape,False_False
227,35,35.0,35.0,,35.0,35.0,72.3,82.3,False,75.60000000000002,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,83.66666666666667,90,72.91666666666666,0.2487805373035259,14.658326409788465,shape,False_False
228,36,36.0,36.0,,36.0,36.0,72.3,84.34166666666667,False,75.60476190476189,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,83.79166666666666,25,73.5,0.2487805373035259,14.658326409788465,shape,False_False
229,37,37.0,37.0,,37.0,37.0,72.3,81.78333333333335,False,73.17857142857143,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,83.70833333333334,50,69.5,0.2487805373035259,14.658326409788465,shape,False_False
230,38,38.0,38.0,,38.0,38.0,72.3,83.51666666666667,False,76.30000000000003,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,84.25,75,74.08333333333333,0.2487805373035259,14.658326409788465,shape,False_False
231,39,39.0,39.0,,39.0,39.0,72.3,84.08333333333333,False,77.73690476190477,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,84.92500000000003,90,75.91666666666666,0.2487805373035259,14.658326409788465,shape,False_False
232,40,40.0,40.0,,40.0,40.0,72.3,84.87500000000001,False,78.10000000000002,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,87.08333333333334,25,74.75,0.2487805373035259,14.658326409788465,shape,False_False
233,41,41.0,41.0,,41.0,41.0,72.3,83.28333333333333,False,73.53333333333333,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,81.58333333333333,50,71.66666666666666,0.2487805373035259,14.658326409788465,shape,False_False
234,42,42.0,42.0,,42.0,42.0,72.3,79.23333333333333,False,73.26190476190476,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,81.20833333333333,75,71.58333333333333,0.2487805373035259,14.658326409788465,shape,False_False
235,43,43.0,43.0,,43.0,43.0,72.3,81.06666666666666,False,74.78571428571429,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,82.41666666666667,90,72.58333333333333,0.2487805373035259,14.658326409788465,shape,False_False
236,44,44.0,44.0,,44.0,44.0,72.3,83.33333333333333,False,77.44047619047619,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,84.66666666666666,25,75.0,0.2487805373035259,14.658326409788465,shape,False_False
237,45,45.0,45.0,,45.0,45.0,72.3,83.73333333333333,False,75.85,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,79.66666666666666,50,77.16666666666666,0.2487805373035259,14.658326409788465,shape,False_False
238,46,46.0,46.0,,46.0,46.0,72.3,81.44999999999997,False,77.52380952380952,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,83.16666666666667,75,77.25,0.2487805373035259,14.658326409788465,shape,False_False
239,47,47.0,47.0,,47.0,47.0,72.3,83.75,False,74.6952380952381,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,81.625,90,73.08333333333331,0.2487805373035259,14.658326409788465,shape,False_False
240,48,48.0,48.0,,48.0,48.0,73.0,80.09635416666666,True,70.38764880952381,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,80.01302083333333,25,67.36979166666666,0.3603935781565237,14.876511677292953,object,False_True
241,49,49.0,49.0,,49.0,49.0,73.0,81.94791666666667,True,72.07886904761905,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,80.859375,50,69.19270833333333,0.3603935781565237,14.876511677292953,object,False_True
242,50,50.0,50.0,,50.0,50.0,73.0,79.45312499999999,True,71.40550595238095,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,80.5859375,75,68.77604166666667,0.3603935781565237,14.876511677292953,object,False_True
243,51,51.0,51.0,,51.0,51.0,73.0,80.52604166666667,True,71.70089285714286,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,80.32552083333333,90,69.32291666666666,0.3603935781565237,14.876511677292953,object,False_True
244,52,52.0,52.0,,52.0,52.0,73.0,81.6484375,True,72.29315476190476,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,80.36458333333333,25,69.765625,0.3603935781565237,14.876511677292953,object,False_True
245,53,53.0,53.0,,53.0,53.0,73.0,81.98958333333333,True,73.07514880952381,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,82.16145833333333,50,69.81770833333331,0.3603935781565237,14.876511677292953,object,False_True
246,54,54.0,54.0,,54.0,54.0,73.0,80.3515625,True,72.06175595238095,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,81.45833333333333,75,68.64583333333333,0.3603935781565237,14.876511677292953,object,False_True
247,55,55.0,55.0,,55.0,55.0,73.0,81.203125,True,73.23883928571429,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,82.55729166666666,90,70.33854166666667,0.3603935781565237,14.876511677292953,object,False_True
248,56,56.0,56.0,,56.0,56.0,73.0,79.69010416666666,True,72.17708333333333,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,81.38020833333333,25,69.375,0.3603935781565237,14.876511677292953,object,False_True
249,57,57.0,57.0,,57.0,57.0,73.0,80.4453125,True,72.29501488095238,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,81.27864583333333,50,69.55729166666666,0.3603935781565237,14.876511677292953,object,False_True
250,58,58.0,58.0,,58.0,58.0,73.0,81.31770833333333,True,71.92522321428572,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,80.10677083333334,75,69.58333333333333,0.3603935781565237,14.876511677292953,object,False_True
251,59,59.0,59.0,,59.0,59.0,73.0,80.89322916666667,True,72.91369047619048,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,80.70833333333333,90,70.9375,0.3603935781565237,14.876511677292953,object,False_True
252,60,60.0,60.0,,60.0,60.0,73.0,82.52083333333333,True,73.12127976190476,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,81.39322916666667,25,70.67708333333333,0.3603935781565237,14.876511677292953,object,False_True
253,61,61.0,61.0,,61.0,61.0,73.0,81.19270833333334,True,71.9765625,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,80.61458333333333,50,69.0625,0.3603935781565237,14.876511677292953,object,False_True
254,62,62.0,62.0,,62.0,62.0,73.0,81.05729166666666,True,72.36607142857143,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,81.38020833333333,75,69.63541666666667,0.3603935781565237,14.876511677292953,object,False_True
255,63,63.0,63.0,,63.0,63.0,73.0,82.109375,True,71.91778273809524,False,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,81.03125,90,68.828125,0.3603935781565237,14.876511677292953,object,False_True
256,64,64.0,64.0,,64.0,64.0,86.6,94.31944444444444,True,93.90476190476193,False,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,25,94.0625,25,96.38888888888887,0.5304477487039775,17.6745745408373,rgb,False_True
257,65,65.0,65.0,,65.0,65.0,86.6,94.63888888888887,True,93.27976190476193,False,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,25,94.13194444444444,50,94.86111111111113,0.5304477487039775,17.6745745408373,rgb,False_True
258,66,66.0,66.0,,66.0,66.0,86.6,92.2152777777778,True,93.23611111111113,False,87.35678403051729,15.089005179988346,88.85400800161142,10.18173261238083,4,25,92.94444444444444,75,97.15277777777777,5.104681714843523,17.45489607284959,rgb,False_True
259,67,67.0,67.0,,67.0,67.0,86.6,89.11805555555556,True,89.28174603174602,False,81.01943317835077,26.856310959858984,88.82535408912314,17.752701475106583,4,25,85.8611111111111,90,98.05555555555556,19.43162760752521,25.335734543702273,rgb,False_True
260,68,68.0,68.0,,68.0,68.0,86.6,94.5972222222222,True,94.18055555555556,False,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,50,93.91666666666669,25,97.22222222222223,0.5304477487039775,17.6745745408373,rgb,False_True
261,69,69.0,69.0,,69.0,69.0,86.6,93.65277777777777,True,92.5654761904762,False,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,50,91.70138888888887,50,96.04166666666669,0.5304477487039775,17.6745745408373,rgb,False_True
262,70,70.0,70.0,,70.0,70.0,86.6,91.375,True,90.42956349206352,False,87.27689873763939,14.814594710577458,88.85400800161142,6.492107415128579,4,50,89.18055555555556,75,95.20833333333331,7.319258667626076,18.229585066293648,rgb,False_True
263,71,71.0,71.0,,71.0,71.0,86.6,86.28472222222223,True,85.82440476190476,False,85.67915369942774,26.07880283020947,88.85400800161142,16.899605733239742,4,50,82.2361111111111,90,95.76388888888887,8.944496810112094,25.201464779228054,rgb,False_True
264,72,72.0,72.0,,72.0,72.0,86.6,91.77083333333331,True,90.15575396825396,False,88.37102989223892,21.149506406032188,88.85400800161142,10.18173261238083,4,75,89.34722222222223,25,94.86111111111107,2.0865984632218777,25.5749217867794,rgb,False_True
265,73,73.0,73.0,,73.0,73.0,86.6,92.21527777777777,True,91.46527777777777,False,88.77036729810516,14.64586441383264,88.85400800161142,6.920791210595954,4,75,89.52083333333331,50,97.2222222222222,0.525911059985028,17.611289192801856,rgb,False_True
266,74,74.0,74.0,,74.0,74.0,86.6,92.08333333333331,True,91.80654761904762,False,88.72259540488851,22.536662971386388,88.85400800161142,11.620564020013866,4,75,91.0625,75,96.38888888888887,0.5766966080648122,24.09465515491712,rgb,False_True
267,75,75.0,75.0,,75.0,75.0,86.6,86.56944444444444,True,86.76289682539681,False,82.68063442062954,35.030620626592544,88.82535408912314,36.77525054450445,4,75,82.81944444444446,90,97.43055555555556,14.124288954994185,31.41289726974441,rgb,False_True
268,76,76.0,76.0,,76.0,76.0,86.6,86.69444444444444,True,86.92757936507938,False,87.7182012347909,33.25113950366118,88.85400800161142,39.10427456936429,4,90,83.6388888888889,25,96.31944444444444,3.26214938551729,26.842725098134704,rgb,False_True
269,77,77.0,77.0,,77.0,77.0,86.6,86.80555555555556,True,88.00496031746033,False,86.73172227252691,30.830061971695088,88.85400800161142,18.730515597757773,4,90,85.94444444444444,50,96.38888888888887,9.703797865108,29.578737603483127,rgb,False_True
270,78,78.0,78.0,,78.0,78.0,86.6,87.36111111111109,True,87.4394841269841,False,84.25112263019373,31.38230309045889,88.85400800161142,35.50556319987663,4,90,83.40277777777777,75,98.26388888888893,12.979498259154553,26.026362579747357,rgb,False_True
271,79,79.0,79.0,,79.0,79.0,86.6,81.3125,True,80.63988095238095,False,86.71004902754812,27.88485187147135,88.79670017663489,14.533746901084974,4,90,76.4236111111111,90,91.875,5.460907512989848,27.918534188152233,rgb,False_True
272,80,80.0,80.0,,80.0,80.0,72.3,85.64166666666667,True,77.23333333333333,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,83.91666666666666,25,76.0,0.2487805373035259,14.658326409788465,shape,False_True
273,81,81.0,81.0,,81.0,81.0,72.3,83.075,True,74.65714285714286,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,82.66666666666666,50,72.75,0.2487805373035259,14.658326409788465,shape,False_True
274,82,82.0,82.0,,82.0,82.0,72.3,83.32499999999997,True,77.84523809523809,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,85.04166666666667,75,75.16666666666666,0.2487805373035259,14.658326409788465,shape,False_True
275,83,83.0,83.0,,83.0,83.0,72.3,82.43333333333334,True,74.87857142857142,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,84.625,90,71.33333333333334,0.2487805373035259,14.658326409788465,shape,False_True
276,84,84.0,84.0,,84.0,84.0,72.3,81.85833333333333,True,75.98333333333333,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,84.58333333333333,25,73.16666666666666,0.2487805373035259,14.658326409788465,shape,False_True
277,85,85.0,85.0,,85.0,85.0,72.3,83.50833333333334,True,73.02857142857142,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,80.20833333333333,50,72.0,0.2487805373035259,14.658326409788465,shape,False_True
278,86,86.0,86.0,,86.0,86.0,72.3,82.49166666666667,True,77.42857142857143,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,84.04166666666666,75,75.91666666666666,0.2487805373035259,14.658326409788465,shape,False_True
279,87,87.0,87.0,,87.0,87.0,72.3,84.8916666666667,True,76.46190476190475,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,84.125,90,75.08333333333333,0.2487805373035259,14.658326409788465,shape,False_True
280,88,88.0,88.0,,88.0,88.0,72.3,87.68333333333332,True,81.15,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,87.66666666666669,25,79.25,0.2487805373035259,14.658326409788465,shape,False_True
281,89,89.0,89.0,,89.0,89.0,72.3,80.875,True,73.80714285714286,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,81.08333333333334,50,72.0,0.2487805373035259,14.658326409788465,shape,False_True
282,90,90.0,90.0,,90.0,90.0,72.3,83.09166666666667,True,77.84523809523809,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,87.45833333333331,75,75.16666666666667,0.2487805373035259,14.658326409788465,shape,False_True
283,91,91.0,91.0,,91.0,91.0,72.3,82.38333333333334,True,74.6952380952381,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,81.45833333333334,90,73.83333333333333,0.2487805373035259,14.658326409788465,shape,False_True
284,92,92.0,92.0,,92.0,92.0,72.3,85.43333333333334,True,78.45714285714286,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,86.33333333333331,25,76.24999999999999,0.2487805373035259,14.658326409788465,shape,False_True
285,93,93.0,93.0,,93.0,93.0,72.3,80.38333333333333,True,75.81666666666666,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,81.16666666666667,50,75.33333333333334,0.2487805373035259,14.658326409788465,shape,False_True
286,94,94.0,94.0,,94.0,94.0,72.3,79.7666666666667,True,71.06666666666666,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,78.58333333333333,75,69.5,0.2487805373035259,14.658326409788465,shape,False_True
287,95,95.0,95.0,,95.0,95.0,72.3,80.08333333333334,True,72.06666666666666,False,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,77.33333333333334,90,71.66666666666666,0.2487805373035259,14.658326409788465,shape,False_True
288,96,96.0,96.0,,96.0,96.0,73.0,81.0234375,False,73.39136904761905,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,82.66927083333333,25,70.33854166666667,0.3603935781565237,14.876511677292953,object,True_False
289,97,97.0,97.0,,97.0,97.0,73.0,81.47135416666666,False,72.15773809523809,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,80.859375,50,69.08854166666666,0.3603935781565237,14.876511677292953,object,True_False
290,98,98.0,98.0,,98.0,98.0,73.0,80.87499999999999,False,72.19754464285714,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,82.203125,75,68.828125,0.3603935781565237,14.876511677292953,object,True_False
291,99,99.0,99.0,,99.0,99.0,73.0,81.34635416666666,False,71.65476190476191,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,25,80.65104166666666,90,68.95833333333333,0.3603935781565237,14.876511677292953,object,True_False
292,100,100.0,100.0,,100.0,100.0,73.0,83.25260416666667,False,73.28720238095238,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,80.13020833333333,25,71.77083333333334,0.3603935781565237,14.876511677292953,object,True_False
293,101,101.0,101.0,,101.0,101.0,73.0,81.03385416666667,False,71.49702380952381,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,79.84375,50,69.42708333333333,0.3603935781565237,14.876511677292953,object,True_False
294,102,102.0,102.0,,102.0,102.0,73.0,80.6171875,False,71.84002976190476,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,80.4296875,75,69.19270833333331,0.3603935781565237,14.876511677292953,object,True_False
295,103,103.0,103.0,,103.0,103.0,73.0,81.8359375,False,73.86160714285714,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,50,83.25520833333333,90,70.70312499999999,0.3603935781565237,14.876511677292953,object,True_False
296,104,104.0,104.0,,104.0,104.0,73.0,81.9140625,False,72.18415178571428,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,81.00520833333333,25,69.40104166666666,0.3603935781565237,14.876511677292953,object,True_False
297,105,105.0,105.0,,105.0,105.0,73.0,81.55208333333333,False,73.18080357142857,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,82.47395833333334,50,70.0,0.3603935781565237,14.876511677292953,object,True_False
298,106,106.0,106.0,,106.0,106.0,73.0,80.63802083333333,False,71.45610119047619,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,80.8203125,75,68.38541666666666,0.3603935781565237,14.876511677292953,object,True_False
299,107,107.0,107.0,,107.0,107.0,73.0,81.67447916666667,False,71.86979166666667,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,75,81.3671875,90,68.61979166666666,0.3603935781565237,14.876511677292953,object,True_False
300,108,108.0,108.0,,108.0,108.0,73.0,81.80729166666667,False,72.59002976190476,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,81.5234375,25,69.81770833333331,0.3603935781565237,14.876511677292953,object,True_False
301,109,109.0,109.0,,109.0,109.0,73.0,81.4921875,False,73.53943452380953,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,82.27864583333333,50,70.80729166666667,0.3603935781565237,14.876511677292953,object,True_False
302,110,110.0,110.0,,110.0,110.0,73.0,82.12760416666667,False,73.13206845238095,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,82.3203125,75,70.0,0.3603935781565237,14.876511677292953,object,True_False
303,111,111.0,111.0,,111.0,111.0,73.0,81.44010416666667,False,71.86123511904762,True,88.95665262212763,11.933364788221553,89.02592482648106,4.031764884425417,4,90,80.171875,90,69.24479166666667,0.3603935781565237,14.876511677292953,object,True_False
304,112,112.0,112.0,,112.0,112.0,86.6,91.30555555555556,False,90.2301587301587,True,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,25,89.20833333333331,25,95.48611111111113,0.5304477487039775,17.6745745408373,rgb,True_False
305,113,113.0,113.0,,113.0,113.0,86.6,92.35416666666669,False,91.2738095238095,True,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,25,90.27083333333331,50,96.11111111111113,0.5304477487039775,17.6745745408373,rgb,True_False
306,114,114.0,114.0,,114.0,114.0,86.6,95.1875,False,94.61111111111113,True,88.81334823660791,14.895397042984724,88.85400800161142,8.068685567643758,4,25,94.4097222222222,75,96.80555555555556,0.5304477487039775,17.534545440782562,rgb,True_False
307,115,115.0,115.0,,115.0,115.0,86.6,90.38194444444444,False,89.47916666666666,True,88.81334823660791,24.48101065759296,88.85400800161142,11.709435585656529,4,25,86.60416666666666,90,96.73611111111107,0.5304477487039775,27.253524511058888,rgb,True_False
308,116,116.0,116.0,,116.0,116.0,86.6,95.16666666666669,False,93.9404761904762,True,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,50,93.63888888888887,25,96.59722222222223,0.5304477487039775,17.6745745408373,rgb,True_False
309,117,117.0,117.0,,117.0,117.0,86.6,92.82638888888887,False,91.3968253968254,True,88.81334823660791,14.522321577910786,88.85400800161142,6.492107415128579,4,50,90.8125,50,95.41666666666666,0.5304477487039775,17.6745745408373,rgb,True_False
310,118,118.0,118.0,,118.0,118.0,86.6,94.61111111111113,False,93.23908730158728,True,88.81334823660791,14.895397042984724,88.85400800161142,8.068685567643758,4,50,92.27083333333334,75,96.73611111111113,0.5304477487039775,17.534545440782562,rgb,True_False
311,119,119.0,119.0,,119.0,119.0,86.6,93.38888888888887,False,93.0029761904762,True,88.81334823660791,24.48101065759296,88.85400800161142,11.709435585656529,4,50,93.31944444444444,90,95.20833333333331,0.5304477487039775,27.253524511058888,rgb,True_False
312,120,120.0,120.0,,120.0,120.0,86.6,92.72916666666666,False,91.06349206349206,True,88.81334823660791,17.585611783284392,88.85400800161142,10.18173261238083,4,75,93.125,25,92.1527777777778,0.5304477487039775,19.578309429619427,rgb,True_False
313,121,121.0,121.0,,121.0,121.0,86.6,89.75694444444444,False,88.47420634920636,True,88.81334823660791,17.585611783284392,88.85400800161142,10.18173261238083,4,75,87.47916666666669,50,93.33333333333331,0.5304477487039775,19.578309429619427,rgb,True_False
314,122,122.0,122.0,,122.0,122.0,86.6,91.61111111111113,False,89.1875,True,88.81334823660791,17.585611783284392,88.85400800161142,10.18173261238083,4,75,89.0625,75,92.5,0.5304477487039775,19.578309429619427,rgb,True_False
315,123,123.0,123.0,,123.0,123.0,86.6,92.88888888888887,False,91.00892857142857,True,88.81334823660791,24.48101065759296,88.85400800161142,11.709435585656529,4,75,90.42361111111113,90,95.06944444444444,0.5304477487039775,27.253524511058888,rgb,True_False
316,124,124.0,124.0,,124.0,124.0,86.6,86.61805555555556,False,87.00992063492066,True,88.81334823660791,42.61250461025116,88.85400800161142,45.251187915918855,4,90,82.80555555555554,25,97.63888888888887,0.5304477487039775,33.34548467041704,rgb,True_False
317,125,125.0,125.0,,125.0,125.0,86.6,88.64583333333331,False,88.2738095238095,True,88.81334823660791,42.61250461025116,88.85400800161142,45.251187915918855,4,90,87.48611111111109,50,95.0,0.5304477487039775,33.34548467041704,rgb,True_False
318,126,126.0,126.0,,126.0,126.0,86.6,87.31944444444444,False,87.56646825396825,True,88.81334823660791,42.61250461025116,88.85400800161142,45.251187915918855,4,90,85.75,75,95.48611111111113,0.5304477487039775,33.34548467041704,rgb,True_False
319,127,127.0,127.0,,127.0,127.0,86.6,85.39583333333334,False,85.90674603174604,True,88.81334823660791,43.199624089015735,88.85400800161142,45.251187915918855,4,90,81.80555555555556,90,96.66666666666666,0.5304477487039775,33.84938348878092,rgb,True_False
320,128,128.0,128.0,,128.0,128.0,72.3,84.0,False,76.81190476190477,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,85.875,25,74.33333333333333,0.2487805373035259,14.658326409788465,shape,True_False
321,129,129.0,129.0,,129.0,129.0,72.3,83.78333333333333,False,75.06190476190477,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,81.04166666666666,50,73.91666666666666,0.2487805373035259,14.658326409788465,shape,True_False
322,130,130.0,130.0,,130.0,130.0,72.3,80.86666666666667,False,72.94761904761904,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,81.08333333333334,75,70.83333333333331,0.2487805373035259,14.658326409788465,shape,True_False
323,131,131.0,131.0,,131.0,131.0,72.3,83.38333333333334,False,75.75714285714288,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,25,83.33333333333334,90,74.33333333333331,0.2487805373035259,14.658326409788465,shape,True_False
324,132,132.0,132.0,,132.0,132.0,72.3,83.04166666666667,False,73.46190476190478,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,81.70833333333333,25,71.66666666666667,0.2487805373035259,14.658326409788465,shape,True_False
325,133,133.0,133.0,,133.0,133.0,72.3,82.01666666666667,False,74.07857142857142,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,78.79166666666667,50,74.16666666666666,0.2487805373035259,14.658326409788465,shape,True_False
326,134,134.0,134.0,,134.0,134.0,72.3,80.625,False,74.26190476190476,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,82.20833333333334,75,71.83333333333333,0.2487805373035259,14.658326409788465,shape,True_False
327,135,135.0,135.0,,135.0,135.0,72.3,84.15,False,76.66190476190476,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,50,85.875,90,74.0,0.2487805373035259,14.658326409788465,shape,True_False
328,136,136.0,136.0,,136.0,136.0,72.3,84.01666666666667,False,76.33333333333333,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,83.08333333333333,25,74.91666666666666,0.2487805373035259,14.658326409788465,shape,True_False
329,137,137.0,137.0,,137.0,137.0,72.3,83.875,False,77.30238095238096,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,83.54166666666667,50,76.58333333333333,0.2487805373035259,14.658326409788465,shape,True_False
330,138,138.0,138.0,,138.0,138.0,72.3,83.11666666666667,False,75.70714285714284,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,83.58333333333334,75,73.75,0.2487805373035259,14.658326409788465,shape,True_False
331,139,139.0,139.0,,139.0,139.0,72.3,82.5166666666667,False,74.65595238095239,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,75,83.67500000000003,90,71.75,0.2487805373035259,14.658326409788465,shape,True_False
332,140,140.0,140.0,,140.0,140.0,72.3,80.93333333333334,False,74.79047619047618,True,89.0574327258777,13.379649870111287,89.19783288123561,4.421069687110084,4,90,81.08333333333333,25,73.83333333333331,0.2487805373035259,14.658326409788465,shape,True_False
