,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,aaai_std,accuracy,early_stop,f1_score,instances_sorted,mean_max_dissim_,mean_min_dissim_,median_max_dissim_,median_min_dissim_,num_topics,pre_threshold,precision,rec_threshold,recall,std_dev_max_dissim_,std_dev_min_dissim_,type,instances_sorted_early_stop
46,46,46.0,46.0,,,,72.3,81.30833333333334,False,74.20833333333333,False,88.77652494924557,1.7112204572600291,89.05457661792316,0.0,3,90,78.71666666666665,75,75.25,0.6779204545387283,2.4379904628948617,shape,False_False
47,47,47.0,47.0,,,,72.3,79.31666666666669,False,75.35,False,88.77652494924557,1.7112204572600291,89.05457661792316,0.0,3,90,83.20833333333333,90,74.08333333333333,0.6779204545387283,2.4379904628948617,shape,False_False
48,48,48.0,48.0,,,,73.0,82.95833333333333,True,75.19270833333333,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,25,82.35677083333331,25,73.38541666666666,1.0857140223167616,4.227835546707158,object,False_True
49,49,49.0,49.0,,,,73.0,82.84635416666667,True,74.12127976190476,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,25,82.59114583333333,50,71.38020833333333,1.0857140223167616,4.227835546707158,object,False_True
50,50,50.0,50.0,,,,73.0,82.40364583333333,True,74.80282738095238,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,25,82.76041666666667,75,72.16145833333334,1.0857140223167616,4.227835546707158,object,False_True
51,51,51.0,51.0,,,,73.0,82.0,True,74.69270833333334,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,25,81.79427083333333,90,72.83854166666666,1.0857140223167616,4.227835546707158,object,False_True
52,52,52.0,52.0,,,,73.0,81.51822916666667,True,74.19047619047619,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,50,81.96614583333333,25,71.92708333333333,1.0857140223167616,4.227835546707158,object,False_True
53,53,53.0,53.0,,,,73.0,83.3828125,True,75.89880952380952,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,50,83.03385416666666,50,73.88020833333334,1.0857140223167616,4.227835546707158,object,False_True
54,54,54.0,54.0,,,,73.0,81.60937499999999,True,72.86421130952381,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,50,80.66927083333334,75,70.703125,1.0857140223167616,4.227835546707158,object,False_True
55,55,55.0,55.0,,,,73.0,82.42708333333333,True,76.02901785714286,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,50,83.2109375,90,74.40104166666666,1.0857140223167616,4.227835546707158,object,False_True
56,56,56.0,56.0,,,,73.0,83.24479166666666,True,75.74330357142857,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,75,82.65625,25,74.24479166666666,1.0857140223167616,4.227835546707158,object,False_True
57,57,57.0,57.0,,,,73.0,82.55989583333334,True,75.38616071428571,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,75,83.3984375,50,73.203125,1.0857140223167616,4.227835546707158,object,False_True
58,58,58.0,58.0,,,,73.0,83.28385416666667,True,74.78794642857143,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,75,81.40625,75,73.28125,1.0857140223167616,4.227835546707158,object,False_True
59,59,59.0,59.0,,,,73.0,83.13541666666667,True,74.90773809523809,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,75,81.96614583333333,90,72.578125,1.0857140223167616,4.227835546707158,object,False_True
60,60,60.0,60.0,,,,73.0,82.59114583333333,True,74.84747023809524,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,90,82.9296875,25,72.109375,1.0857140223167616,4.227835546707158,object,False_True
61,61,61.0,61.0,,,,73.0,83.79427083333333,True,77.09561011904762,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,90,85.7578125,50,73.88020833333334,1.0857140223167616,4.227835546707158,object,False_True
62,62,62.0,62.0,,,,73.0,82.33854166666666,True,74.04389880952381,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,90,81.94010416666666,75,71.53645833333334,1.0857140223167616,4.227835546707158,object,False_True
63,63,63.0,63.0,,,,73.0,83.421875,True,74.98363095238095,False,88.45558139772524,2.4451996647880367,88.85400800161142,0.0,3,90,82.39583333333333,90,72.44791666666666,1.0857140223167616,4.227835546707158,object,False_True
