,instances_sorted,early_stop,type,pre_threshold,rec_threshold,f1_score,precision,recall,accuracy,mean_max_dissim_,mean_min_dissim_,median_max_dissim_,median_min_dissim_,std_dev_max_dissim_,std_dev_min_dissim_
23,False,False,rgb,50,90,85.55654761904762,81.63194444444446,94.44444444444446,86.11111111111111,88.03079255544445,17.08814030420895,88.68208085724069,6.279580641097028,1.412942652682567,21.685175028876888
24,False,False,rgb,75,25,90.37202380952382,87.64583333333334,97.6388888888889,90.875,88.01723103930586,9.936582430653452,88.62476649539786,5.731967965197727,1.4403324093925751,12.454850952389787
25,False,False,rgb,75,50,90.85515873015873,88.54166666666666,97.01388888888889,91.69444444444446,88.09392938164574,9.015671549805921,88.62476649539786,5.731967965197727,1.2614024000698691,11.627052033542475
26,False,False,rgb,75,75,90.66071428571428,89.14583333333334,96.38888888888889,90.625,88.11310736107072,9.436276742566006,88.59611135019338,5.731967965197727,1.2103637542318908,11.636472106264177
27,False,False,rgb,75,90,88.01488095238095,83.17361111111111,98.75,88.93055555555554,88.02703838300363,17.745282750484023,88.48148388790074,7.44645168111377,1.277019264630692,22.37701422476055
28,False,False,rgb,90,25,85.0952380952381,79.77777777777777,97.29166666666669,83.86805555555557,85.83969799084188,18.228754335150725,88.56745339494806,9.24870479102892,8.50231262279856,21.363812691073747
29,False,False,rgb,90,50,82.94940476190476,77.20833333333334,95.06944444444446,85.24305555555556,84.06058649701559,15.132966806974922,88.45282593265543,7.764142716062974,16.58145922447827,14.826171102424722
30,False,False,rgb,90,75,84.90277777777779,79.69444444444444,97.91666666666667,85.55555555555556,84.55091642830426,20.017096670606918,88.45282593265543,11.186763880959964,10.170371274074617,21.473191066565892
31,False,False,rgb,90,90,87.68849206349205,84.45833333333331,96.73611111111111,88.42361111111111,87.17843003739834,24.041082625019772,88.48148388790074,10.217734335994443,4.744457609077444,28.73525670313378
32,False,False,shape,25,25,76.02380952380952,82.33333333333333,75.25,83.15833333333333,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
33,False,False,shape,25,50,74.4952380952381,81.54166666666667,73.5,82.45833333333334,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
34,False,False,shape,25,75,69.65714285714286,75.91666666666666,69.08333333333333,79.23333333333333,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
35,False,False,shape,25,90,73.12023809523811,79.75833333333333,72.16666666666666,82.19999999999999,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
36,False,False,shape,50,25,74.92500000000001,80.46666666666667,75.08333333333333,81.53333333333333,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
37,False,False,shape,50,50,75.52380952380953,79.91666666666666,76.16666666666666,81.69166666666666,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
38,False,False,shape,50,75,75.83333333333334,82.75,74.58333333333333,81.725,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
39,False,False,shape,50,90,75.1,84.33333333333334,72.66666666666666,82.58333333333333,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
40,False,False,shape,75,25,72.72500000000001,78.96666666666667,71.83333333333334,82.35833333333333,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
41,False,False,shape,75,50,73.81190476190476,78.79166666666666,73.99999999999999,80.65,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
42,False,False,shape,75,75,74.48095238095237,81.45833333333331,73.33333333333333,82.94166666666666,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
43,False,False,shape,75,90,75.09285714285714,84.16666666666666,72.41666666666667,80.83333333333334,88.77652494924556,1.7112204572600291,89.05457661792315,0.0,0.6779204545387283,2.4379904628948617
